country,state,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
India,Karnataka,98.03,27.85,79.24,17.07,53.28,6.04,293.84,Clayey,Millet
India,Karnataka,61.14,57.31,65.04,33.16,88.36,6.15,45.54,Clayey,Millet
India,Karnataka,21.65,35.65,66.11,26.18,55.05,5.76,246.63,Clayey,Millet
India,Karnataka,33.02,69.45,67.3,24.07,82.82,5.09,174.59,Clayey,Millet
India,Karnataka,91.05,18.69,48.98,16.98,39.01,5.37,127.14,Clayey,Millet
India,Karnataka,42.22,55.5,61.37,28.41,72.08,5.43,127.77,Clayey,Millet
India,Karnataka,114.05,10.26,63.67,28.85,83.04,5.1,150.84,Clayey,Millet
India,Karnataka,107.71,14.41,72.71,24.29,73.85,7.4,136.65,Clayey,Millet
India,Karnataka,118.1,59.06,35.65,25.93,35.82,6.74,89.22,Clayey,Millet
India,Karnataka,36.52,65.74,48.73,23.86,38.77,6.56,85.14,Clayey,Millet
India,Karnataka,107.06,66.02,22.14,32.01,36.88,6.64,109.25,Clayey,Millet
India,Karnataka,22.88,72.78,49.13,27.49,76.07,6.25,153.8,Clayey,Millet
India,Karnataka,80.75,34.17,74.19,16.96,70.94,6.15,175.93,Clayey,Millet
India,Karnataka,76.62,10.66,24.15,21.12,52.55,5.8,160.1,Clayey,Millet
India,Karnataka,42.18,47.53,35.87,22.59,37.79,8.16,69.45,Clayey,Millet
India,Karnataka,20.93,70.53,69.22,15.93,35.97,5.26,244.91,Clayey,Millet
India,Karnataka,70.92,24.12,34.29,19.34,40.62,7.97,207.86,Clayey,Millet
India,Karnataka,26.81,69.03,41.75,24.46,40.86,7.01,183.25,Clayey,Millet
India,Karnataka,112.78,78.04,17.31,28.09,70.85,5.72,237.95,Clayey,Millet
India,Karnataka,111.17,75.5,64.31,24.82,35.45,4.83,203.09,Clayey,Millet
India,Karnataka,67.47,45.96,46.3,17.56,68.52,6.66,85.19,Clayey,Millet
India,Karnataka,46.72,47.8,20.56,23.27,83.05,5.14,245.17,Clayey,Millet
India,Karnataka,20.32,18.84,61.39,32.47,76.75,6.46,118.12,Clayey,Millet
India,Karnataka,68.81,69.64,76.88,28.46,89.13,8.12,119.92,Clayey,Millet
India,Karnataka,72.99,16.91,23.71,30.56,47.8,7.58,62.61,Clayey,Millet
India,Karnataka,35.31,33.01,16.0,20.71,62.75,8.33,142.89,Clayey,Millet
India,Karnataka,61.34,26.98,38.72,26.02,53.06,5.66,246.15,Clayey,Millet
India,Karnataka,33.91,24.41,24.58,29.11,40.13,5.8,247.82,Clayey,Millet
India,Karnataka,59.43,13.06,26.04,25.49,57.78,5.68,147.83,Clayey,Millet
India,Karnataka,95.55,30.13,74.41,21.84,47.85,4.77,220.44,Clayey,Millet
India,Karnataka,36.17,75.19,26.88,28.31,86.71,5.48,251.52,Clayey,Millet
India,Karnataka,65.34,27.42,76.27,15.47,78.82,5.41,136.14,Clayey,Millet
India,Karnataka,52.58,13.74,24.83,23.56,63.87,7.62,275.58,Clayey,Millet
India,Karnataka,49.21,40.9,57.47,28.97,41.14,7.0,76.32,Clayey,Millet
India,Karnataka,63.95,41.43,36.04,28.76,44.34,6.07,65.05,Clayey,Millet
India,Karnataka,101.85,56.81,79.25,24.21,58.01,6.98,76.31,Clayey,Millet
India,Karnataka,67.82,33.74,49.97,32.89,31.43,8.28,156.17,Clayey,Millet
India,Karnataka,89.88,41.74,22.65,18.41,61.45,7.99,82.8,Clayey,Millet
India,Karnataka,33.11,25.28,33.32,26.78,55.09,5.24,142.7,Clayey,Millet
India,Karnataka,35.21,60.33,44.21,21.27,33.51,7.5,120.06,Clayey,Millet
India,Karnataka,40.78,68.65,61.4,17.86,80.31,6.98,100.98,Clayey,Millet
India,Karnataka,76.34,25.23,42.62,26.13,62.16,5.72,160.14,Clayey,Millet
India,Karnataka,80.66,20.58,45.8,20.99,39.88,7.05,205.25,Clayey,Millet
India,Karnataka,73.64,60.14,67.62,26.73,43.88,5.63,277.14,Clayey,Millet
India,Karnataka,36.4,10.07,29.12,31.16,30.98,7.84,132.73,Clayey,Millet
India,Karnataka,35.55,22.83,12.5,25.2,63.37,5.87,289.72,Clayey,Millet
India,Karnataka,73.26,36.13,72.74,26.71,59.81,6.28,141.82,Clayey,Millet
India,Karnataka,65.83,18.92,58.74,29.66,39.93,6.05,206.32,Clayey,Millet
India,Karnataka,43.87,15.08,12.45,25.83,85.45,7.05,180.58,Clayey,Millet
India,Karnataka,82.18,22.89,72.45,26.42,70.05,5.97,91.26,Clayey,Millet
India,Karnataka,54.86,78.11,55.59,27.11,74.17,5.29,126.21,Clayey,Millet
India,Haryana,36.47,59.43,29.34,28.89,43.39,5.68,276.49,Laterite,Mothbeans
India,Haryana,34.87,36.49,58.36,20.46,86.44,5.28,242.99,Laterite,Mothbeans
India,Haryana,42.24,25.57,68.26,18.89,40.39,5.3,195.99,Laterite,Mothbeans
India,Haryana,100.37,73.12,13.21,15.73,84.23,7.3,51.65,Laterite,Mothbeans
India,Haryana,46.6,59.72,29.4,16.93,66.09,5.43,139.28,Laterite,Mothbeans
India,Haryana,119.09,40.21,49.28,18.33,37.95,5.4,145.48,Laterite,Mothbeans
India,Haryana,94.9,65.25,62.22,34.56,80.62,7.94,251.8,Laterite,Mothbeans
India,Haryana,87.14,51.91,23.47,25.74,79.79,4.7,218.49,Laterite,Mothbeans
India,Haryana,71.48,43.4,78.63,30.86,58.56,7.32,172.08,Laterite,Mothbeans
India,Haryana,74.18,67.84,53.14,25.18,44.78,5.45,262.46,Laterite,Mothbeans
India,Haryana,71.49,77.9,70.43,18.8,52.21,7.47,173.39,Laterite,Mothbeans
India,Haryana,71.92,55.3,23.8,33.42,37.42,6.31,221.75,Laterite,Mothbeans
India,Haryana,20.79,28.28,77.83,22.28,61.22,5.67,173.87,Laterite,Mothbeans
India,Haryana,63.89,32.03,36.52,26.2,32.02,6.63,242.38,Laterite,Mothbeans
India,Haryana,98.75,72.68,57.98,34.02,72.18,6.86,76.78,Laterite,Mothbeans
India,Haryana,78.15,16.37,39.59,20.5,88.8,7.69,77.82,Laterite,Mothbeans
India,Haryana,92.66,66.58,23.48,32.86,51.22,5.98,241.1,Laterite,Mothbeans
India,Haryana,75.52,23.38,74.58,16.97,84.0,4.94,277.05,Laterite,Mothbeans
India,Haryana,78.64,79.23,25.06,20.14,80.45,5.36,295.56,Laterite,Mothbeans
India,Haryana,37.13,30.61,19.82,31.79,49.14,7.29,48.07,Laterite,Mothbeans
India,Haryana,83.81,61.9,20.36,24.75,37.25,7.74,158.57,Laterite,Mothbeans
India,Haryana,89.33,57.45,31.61,29.86,77.59,6.43,292.94,Laterite,Mothbeans
India,Haryana,41.89,53.54,17.44,16.44,57.42,8.32,292.24,Laterite,Mothbeans
India,Haryana,88.14,59.67,75.12,33.94,59.68,5.6,283.7,Laterite,Mothbeans
India,Haryana,33.71,78.41,58.66,24.21,52.8,7.72,160.96,Laterite,Mothbeans
India,Haryana,60.43,37.36,34.74,20.53,42.18,5.97,223.04,Laterite,Mothbeans
India,Haryana,58.05,67.05,77.21,19.43,61.81,4.87,181.82,Laterite,Mothbeans
India,Haryana,45.53,16.46,54.27,25.12,83.63,7.46,173.95,Laterite,Mothbeans
India,Haryana,60.87,33.28,14.18,18.74,72.56,6.89,51.53,Laterite,Mothbeans
India,Haryana,88.91,49.65,21.85,30.26,79.44,6.18,287.36,Laterite,Mothbeans
India,Haryana,85.72,67.44,78.41,21.48,54.21,4.82,244.89,Laterite,Mothbeans
India,Haryana,83.72,61.14,53.13,21.17,36.84,8.33,254.09,Laterite,Mothbeans
India,Haryana,84.91,55.85,14.35,27.28,55.29,6.15,147.58,Laterite,Mothbeans
India,Haryana,85.52,32.29,75.96,15.93,85.58,7.2,279.82,Laterite,Mothbeans
India,Haryana,55.11,10.26,59.91,29.07,68.2,4.82,157.05,Laterite,Mothbeans
India,Haryana,58.66,57.71,70.87,30.49,44.88,8.31,174.58,Laterite,Mothbeans
India,Haryana,45.75,29.99,73.55,21.43,69.47,6.88,139.97,Laterite,Mothbeans
India,Haryana,44.75,44.81,52.18,25.79,55.57,6.45,69.43,Laterite,Mothbeans
India,Haryana,110.67,71.22,25.38,22.93,46.89,5.72,129.64,Laterite,Mothbeans
India,Haryana,37.56,44.89,41.57,33.32,49.89,6.18,97.91,Laterite,Mothbeans
India,Haryana,35.21,48.52,23.54,19.12,39.07,6.63,68.09,Laterite,Mothbeans
India,Haryana,54.27,66.25,63.28,16.9,83.56,7.94,107.16,Laterite,Mothbeans
India,Haryana,110.94,21.25,54.57,30.48,36.14,7.81,118.62,Laterite,Mothbeans
India,Haryana,86.43,78.78,42.09,29.14,83.81,7.36,211.44,Laterite,Mothbeans
India,Haryana,37.51,58.02,31.07,18.75,50.69,4.68,158.1,Laterite,Mothbeans
India,Haryana,69.82,74.76,24.13,20.87,66.16,4.64,256.69,Laterite,Mothbeans
India,Haryana,116.4,49.76,45.11,21.17,32.1,7.61,296.13,Laterite,Mothbeans
India,Haryana,111.15,48.75,39.87,24.48,40.98,7.87,53.71,Laterite,Mothbeans
India,Haryana,113.03,41.07,66.24,16.16,40.58,5.15,74.41,Laterite,Mothbeans
India,Haryana,22.78,73.35,69.44,19.0,54.27,5.33,95.25,Laterite,Mothbeans
India,Haryana,103.26,44.71,72.64,26.67,88.41,7.44,182.67,Laterite,Mothbeans
India,Haryana,24.55,63.21,34.53,16.84,75.17,4.97,160.36,Laterite,Mothbeans
India,Haryana,114.53,63.1,50.09,25.14,75.33,6.09,246.25,Laterite,Mothbeans
India,Haryana,108.13,41.22,35.72,22.79,35.2,7.89,70.73,Laterite,Mothbeans
India,Haryana,117.4,61.4,53.97,17.61,61.07,7.48,238.15,Laterite,Mothbeans
India,Haryana,62.12,25.7,69.8,33.54,81.7,5.53,130.91,Laterite,Mothbeans
India,Haryana,65.44,18.9,22.04,19.81,48.26,6.24,69.73,Laterite,Mothbeans
India,Haryana,24.06,45.27,37.27,24.82,31.82,7.61,67.3,Laterite,Mothbeans
India,Haryana,103.54,52.9,28.71,22.44,66.23,8.39,246.45,Laterite,Mothbeans
India,Haryana,90.64,65.74,65.85,16.47,57.02,8.02,241.84,Laterite,Mothbeans
India,Haryana,106.71,35.73,25.72,24.49,45.75,7.12,113.56,Laterite,Mothbeans
India,Haryana,96.55,19.44,16.31,17.78,73.29,8.42,48.59,Laterite,Mothbeans
India,Haryana,67.23,56.59,50.94,23.49,64.03,6.89,110.39,Laterite,Mothbeans
India,Haryana,100.52,65.38,62.03,25.2,43.4,7.36,274.34,Laterite,Mothbeans
India,Haryana,100.08,57.2,57.26,19.58,43.85,7.52,186.18,Laterite,Mothbeans
India,Haryana,32.43,34.22,53.68,29.42,36.57,6.45,88.03,Laterite,Mothbeans
India,Haryana,108.27,29.85,15.32,26.16,60.58,4.87,110.39,Laterite,Mothbeans
India,Haryana,116.79,58.46,79.29,27.39,83.29,6.74,265.32,Laterite,Mothbeans
India,Haryana,62.31,61.82,53.84,23.32,77.5,5.41,240.0,Laterite,Mothbeans
India,Haryana,75.84,68.08,57.27,27.28,33.62,4.94,201.55,Laterite,Mothbeans
India,Haryana,73.02,63.19,34.39,27.9,65.24,6.76,287.1,Laterite,Mothbeans
India,Haryana,37.85,27.31,68.03,18.91,56.87,5.14,149.65,Laterite,Mothbeans
India,Haryana,90.01,70.41,67.9,29.61,56.99,5.43,279.14,Laterite,Mothbeans
India,Haryana,111.01,19.03,48.84,28.24,88.28,6.89,198.1,Laterite,Mothbeans
India,Haryana,27.05,79.44,45.67,20.43,77.21,7.57,147.48,Laterite,Mothbeans
India,Andhra Pradesh,68.31,76.21,55.07,23.26,46.35,7.25,250.81,Alluvial,Mungbean
India,Andhra Pradesh,94.71,25.28,26.74,22.28,34.91,5.64,266.18,Alluvial,Mungbean
India,Andhra Pradesh,24.12,30.28,38.03,27.18,53.94,6.32,163.1,Alluvial,Mungbean
India,Andhra Pradesh,31.38,26.26,35.22,17.54,45.49,6.07,79.49,Alluvial,Mungbean
India,Andhra Pradesh,117.8,57.49,28.48,18.38,48.11,7.66,71.68,Alluvial,Mungbean
India,Andhra Pradesh,79.48,64.97,14.92,23.75,34.9,5.2,299.66,Alluvial,Mungbean
India,Andhra Pradesh,119.77,54.54,61.45,33.18,43.08,6.06,218.22,Alluvial,Mungbean
India,Andhra Pradesh,114.22,23.57,46.7,28.04,54.07,6.04,114.37,Alluvial,Mungbean
India,Andhra Pradesh,109.33,18.2,63.29,16.65,76.75,7.84,244.34,Alluvial,Mungbean
India,Andhra Pradesh,82.8,60.78,42.47,33.9,51.92,5.46,43.23,Alluvial,Mungbean
India,Andhra Pradesh,32.65,43.82,45.96,17.85,49.6,4.85,134.84,Alluvial,Mungbean
India,Andhra Pradesh,68.33,28.59,76.31,30.57,79.34,5.52,61.55,Alluvial,Mungbean
India,Andhra Pradesh,60.79,65.39,49.26,25.89,71.85,5.09,137.96,Alluvial,Mungbean
India,Andhra Pradesh,32.58,62.62,52.38,16.25,73.08,6.41,119.94,Alluvial,Mungbean
India,Andhra Pradesh,49.47,47.66,14.22,22.61,30.47,4.67,71.44,Alluvial,Mungbean
India,Andhra Pradesh,93.23,73.05,47.45,15.52,77.62,4.8,100.78,Alluvial,Mungbean
India,Andhra Pradesh,34.94,13.36,63.0,27.26,62.44,8.47,173.47,Alluvial,Mungbean
India,Andhra Pradesh,28.02,58.23,40.59,23.37,75.84,8.06,165.89,Alluvial,Mungbean
India,Andhra Pradesh,41.26,10.34,39.66,21.78,30.41,4.6,281.88,Alluvial,Mungbean
India,Andhra Pradesh,22.02,16.24,65.42,25.32,69.39,7.58,85.36,Alluvial,Mungbean
India,Andhra Pradesh,23.51,66.17,75.87,21.39,75.37,4.61,70.68,Alluvial,Mungbean
India,Andhra Pradesh,60.16,10.76,68.41,25.09,77.82,7.32,123.47,Alluvial,Mungbean
India,Andhra Pradesh,20.85,44.86,15.22,25.78,67.55,4.77,120.27,Alluvial,Mungbean
India,Andhra Pradesh,55.8,12.45,58.28,30.22,33.45,7.63,166.5,Alluvial,Mungbean
India,Andhra Pradesh,68.67,16.97,44.69,25.55,87.08,8.31,78.99,Alluvial,Mungbean
India,Andhra Pradesh,88.15,53.98,71.54,23.14,83.22,6.76,208.55,Alluvial,Mungbean
India,Andhra Pradesh,31.16,42.65,30.97,32.38,80.52,5.35,271.66,Alluvial,Mungbean
India,Andhra Pradesh,36.45,25.85,50.98,30.09,82.98,8.05,263.55,Alluvial,Mungbean
India,Andhra Pradesh,39.23,34.26,10.68,33.98,47.25,7.02,173.08,Alluvial,Mungbean
India,Andhra Pradesh,43.78,62.21,26.38,26.12,73.78,8.4,169.7,Alluvial,Mungbean
India,Andhra Pradesh,93.85,40.31,13.84,21.12,88.43,5.4,277.3,Alluvial,Mungbean
India,Andhra Pradesh,67.9,48.23,12.64,28.13,73.02,7.08,166.53,Alluvial,Mungbean
India,Andhra Pradesh,40.73,68.22,16.24,16.26,66.36,8.27,234.95,Alluvial,Mungbean
India,Andhra Pradesh,115.13,12.38,12.44,33.81,32.28,5.23,92.11,Alluvial,Mungbean
India,Andhra Pradesh,44.93,29.14,14.29,16.86,48.87,5.21,55.52,Alluvial,Mungbean
India,Andhra Pradesh,100.28,32.74,65.47,20.76,85.24,7.89,148.79,Alluvial,Mungbean
India,Andhra Pradesh,109.3,46.02,68.36,16.21,86.6,8.24,159.09,Alluvial,Mungbean
India,Andhra Pradesh,72.67,61.89,53.57,23.7,66.58,7.76,168.95,Alluvial,Mungbean
India,Andhra Pradesh,87.66,59.43,46.7,34.15,75.83,8.1,248.69,Alluvial,Mungbean
India,Andhra Pradesh,44.6,36.77,21.21,29.73,81.28,5.19,180.28,Alluvial,Mungbean
India,Andhra Pradesh,39.65,22.46,10.8,19.15,44.37,4.58,250.88,Alluvial,Mungbean
India,Andhra Pradesh,116.93,72.36,50.85,32.55,55.02,8.26,211.38,Alluvial,Mungbean
India,Andhra Pradesh,96.86,43.36,42.47,30.91,67.73,6.72,62.17,Alluvial,Mungbean
India,Andhra Pradesh,75.85,77.36,52.63,20.85,68.21,6.96,262.17,Alluvial,Mungbean
India,Andhra Pradesh,30.34,77.14,46.74,19.79,60.27,7.6,156.48,Alluvial,Mungbean
India,Andhra Pradesh,91.57,64.15,42.78,34.42,39.45,8.43,293.99,Alluvial,Mungbean
India,Andhra Pradesh,83.24,18.09,47.53,32.37,36.26,7.87,77.22,Alluvial,Mungbean
India,Andhra Pradesh,30.37,56.7,75.06,32.85,53.29,6.82,157.72,Alluvial,Mungbean
India,Andhra Pradesh,76.4,72.66,67.65,16.75,85.56,6.74,189.13,Alluvial,Mungbean
India,Andhra Pradesh,63.6,42.13,76.59,26.22,88.27,6.53,209.55,Alluvial,Mungbean
India,Andhra Pradesh,85.61,53.41,34.97,16.75,30.91,6.09,230.3,Alluvial,Mungbean
India,Andhra Pradesh,111.65,73.06,16.09,23.05,86.58,5.39,270.94,Alluvial,Mungbean
India,Andhra Pradesh,90.05,25.03,65.64,16.36,53.0,4.96,193.49,Alluvial,Mungbean
India,Andhra Pradesh,88.06,46.02,51.97,16.28,39.78,7.48,160.66,Alluvial,Mungbean
India,Andhra Pradesh,64.95,31.48,64.28,19.0,55.25,5.55,266.84,Alluvial,Mungbean
India,Andhra Pradesh,41.47,73.89,62.51,27.54,41.47,6.4,256.39,Alluvial,Mungbean
India,Andhra Pradesh,65.29,49.13,41.58,16.07,81.13,6.56,299.17,Alluvial,Mungbean
India,Andhra Pradesh,114.93,18.21,58.13,26.62,44.72,6.02,51.56,Alluvial,Mungbean
India,Andhra Pradesh,84.76,33.76,53.29,31.52,75.07,6.24,96.47,Alluvial,Mungbean
India,Andhra Pradesh,33.46,43.86,75.93,33.06,32.56,6.86,297.29,Alluvial,Mungbean
India,Andhra Pradesh,77.5,10.66,34.95,31.44,68.66,5.06,240.85,Alluvial,Mungbean
India,Andhra Pradesh,39.59,78.54,71.68,17.91,39.29,5.48,64.99,Alluvial,Mungbean
India,Andhra Pradesh,84.05,49.46,57.53,26.54,67.44,4.96,247.72,Alluvial,Mungbean
India,Andhra Pradesh,22.01,16.02,60.21,19.37,66.56,4.9,160.24,Alluvial,Mungbean
India,Andhra Pradesh,41.61,21.62,47.34,22.53,43.63,7.88,70.07,Alluvial,Mungbean
India,Andhra Pradesh,87.33,49.96,75.11,34.74,76.2,6.59,201.22,Alluvial,Mungbean
India,Andhra Pradesh,29.57,47.34,48.28,21.92,32.54,5.95,206.76,Alluvial,Mungbean
India,Andhra Pradesh,65.12,17.67,46.44,23.16,74.97,7.64,104.46,Alluvial,Mungbean
India,Andhra Pradesh,110.94,77.38,67.94,33.87,32.73,7.42,124.63,Alluvial,Mungbean
India,Andhra Pradesh,96.87,24.72,75.01,20.97,81.73,7.06,262.12,Alluvial,Mungbean
India,Andhra Pradesh,78.87,60.99,61.9,24.15,41.15,5.47,62.04,Alluvial,Mungbean
India,Andhra Pradesh,45.54,62.2,61.42,32.45,35.15,7.24,216.82,Alluvial,Mungbean
India,Andhra Pradesh,79.67,78.33,34.21,32.94,75.55,6.27,115.2,Alluvial,Mungbean
India,Andhra Pradesh,82.84,26.29,31.47,26.98,44.18,7.42,109.97,Alluvial,Mungbean
India,Andhra Pradesh,110.06,75.23,78.93,24.72,37.84,5.54,249.35,Alluvial,Mungbean
India,Tamil Nadu,27.27,55.51,51.92,27.91,40.06,6.38,181.16,Black,Muskmelon
India,Tamil Nadu,68.57,61.33,61.38,24.23,71.0,6.59,213.9,Black,Muskmelon
India,Tamil Nadu,29.4,23.55,45.58,23.33,43.94,7.18,200.94,Black,Muskmelon
India,Tamil Nadu,24.89,13.82,75.37,29.88,83.52,5.96,68.07,Black,Muskmelon
India,Tamil Nadu,26.52,51.59,54.6,20.71,77.27,5.0,262.81,Black,Muskmelon
India,Tamil Nadu,27.38,64.33,29.18,26.7,89.44,6.16,258.96,Black,Muskmelon
India,Tamil Nadu,56.18,19.45,46.54,33.46,32.65,5.89,281.33,Black,Muskmelon
India,Tamil Nadu,87.91,43.51,46.18,18.97,47.42,4.91,287.17,Black,Muskmelon
India,Tamil Nadu,22.57,19.15,29.34,21.54,38.09,7.4,164.16,Black,Muskmelon
India,Tamil Nadu,103.57,51.98,59.64,22.72,34.89,8.23,49.33,Black,Muskmelon
India,Tamil Nadu,102.11,57.6,61.12,24.19,55.78,6.45,220.25,Black,Muskmelon
India,Tamil Nadu,87.44,69.89,55.37,30.6,35.25,7.14,271.66,Black,Muskmelon
India,Tamil Nadu,66.6,47.56,61.22,18.96,46.47,6.33,198.99,Black,Muskmelon
India,Tamil Nadu,25.48,31.19,71.55,34.18,54.39,6.4,160.69,Black,Muskmelon
India,Tamil Nadu,61.87,29.16,15.24,20.09,56.05,7.46,165.23,Black,Muskmelon
India,Tamil Nadu,78.89,76.02,74.62,25.79,31.88,5.62,215.84,Black,Muskmelon
India,Tamil Nadu,62.13,52.26,52.96,15.36,36.83,6.19,97.23,Black,Muskmelon
India,Tamil Nadu,71.07,14.7,70.65,29.56,80.5,4.63,266.68,Black,Muskmelon
India,Tamil Nadu,55.89,32.19,35.6,17.79,86.87,7.1,69.88,Black,Muskmelon
India,Tamil Nadu,112.35,27.25,42.74,28.62,86.63,5.48,49.59,Black,Muskmelon
India,Tamil Nadu,26.53,47.69,34.94,32.71,86.05,5.44,105.59,Black,Muskmelon
India,Tamil Nadu,60.83,58.35,42.19,27.6,64.51,6.87,96.7,Black,Muskmelon
India,Tamil Nadu,82.52,60.74,24.13,23.36,45.51,4.86,274.57,Black,Muskmelon
India,Tamil Nadu,92.58,72.6,64.32,18.82,44.55,7.99,242.39,Black,Muskmelon
India,Tamil Nadu,82.2,30.82,35.38,21.63,44.26,5.47,45.73,Black,Muskmelon
India,Tamil Nadu,52.92,77.54,57.59,18.98,35.55,6.93,275.12,Black,Muskmelon
India,Tamil Nadu,112.31,72.82,65.41,24.76,35.77,5.2,237.55,Black,Muskmelon
India,Tamil Nadu,96.24,27.14,12.25,32.31,80.93,6.24,183.99,Black,Muskmelon
India,Tamil Nadu,52.22,18.91,70.41,34.79,35.35,7.33,227.57,Black,Muskmelon
India,Tamil Nadu,77.04,16.84,13.91,25.51,38.97,4.71,250.37,Black,Muskmelon
India,Tamil Nadu,83.67,11.5,60.33,30.21,68.51,6.8,108.26,Black,Muskmelon
India,Tamil Nadu,95.58,44.85,37.74,21.98,51.99,5.15,170.42,Black,Muskmelon
India,Tamil Nadu,118.47,15.93,66.79,15.25,80.48,7.81,134.82,Black,Muskmelon
India,Tamil Nadu,40.6,60.62,37.49,27.33,44.04,4.67,163.55,Black,Muskmelon
India,Tamil Nadu,92.31,53.12,43.52,16.16,68.66,6.06,110.72,Black,Muskmelon
India,Tamil Nadu,43.96,54.07,50.99,22.06,75.81,7.91,44.03,Black,Muskmelon
India,Tamil Nadu,27.4,31.22,33.58,27.4,50.67,6.96,44.84,Black,Muskmelon
India,Tamil Nadu,100.12,65.01,35.55,31.68,55.62,6.56,229.03,Black,Muskmelon
India,Tamil Nadu,46.72,57.37,40.27,33.53,78.18,5.18,151.15,Black,Muskmelon
India,Tamil Nadu,41.17,32.3,45.51,22.29,80.26,5.79,107.89,Black,Muskmelon
India,Tamil Nadu,59.93,26.97,40.77,32.6,80.72,5.81,263.61,Black,Muskmelon
India,Tamil Nadu,37.63,11.46,62.79,26.46,67.47,4.67,166.87,Black,Muskmelon
India,Tamil Nadu,77.82,49.2,62.75,20.85,88.64,6.41,90.37,Black,Muskmelon
India,Tamil Nadu,55.34,39.39,70.5,33.41,76.08,7.53,118.65,Black,Muskmelon
India,Tamil Nadu,26.89,30.29,40.7,23.99,45.69,5.35,163.58,Black,Muskmelon
India,Tamil Nadu,33.9,57.21,46.39,23.13,37.97,6.56,245.57,Black,Muskmelon
India,Tamil Nadu,53.78,29.3,21.16,18.23,54.82,4.87,43.18,Black,Muskmelon
India,Tamil Nadu,37.82,31.39,46.35,26.88,47.7,4.72,64.18,Black,Muskmelon
India,Tamil Nadu,110.66,50.86,64.5,32.56,41.96,5.36,48.49,Black,Muskmelon
India,Tamil Nadu,27.76,34.39,64.17,34.27,68.94,6.51,272.1,Black,Muskmelon
India,Tamil Nadu,65.22,24.97,42.21,34.84,66.57,6.39,185.03,Black,Muskmelon
India,Tamil Nadu,87.88,25.77,49.51,27.39,38.44,6.3,194.88,Black,Muskmelon
India,Tamil Nadu,57.49,67.67,42.35,31.83,80.58,7.15,48.78,Black,Muskmelon
India,Tamil Nadu,82.32,47.99,30.74,19.39,72.51,6.56,88.66,Black,Muskmelon
India,Tamil Nadu,117.76,50.72,53.94,16.21,82.93,5.88,92.55,Black,Muskmelon
India,Tamil Nadu,51.02,52.25,56.92,20.14,87.51,7.46,182.2,Black,Muskmelon
India,Tamil Nadu,21.43,69.81,24.7,29.68,33.58,4.78,289.31,Black,Muskmelon
India,Tamil Nadu,105.97,72.92,40.35,33.89,37.89,5.9,100.13,Black,Muskmelon
India,Tamil Nadu,74.13,68.9,62.63,17.53,89.51,7.77,191.47,Black,Muskmelon
India,Tamil Nadu,58.28,20.1,61.42,29.78,39.45,5.63,223.31,Black,Muskmelon
India,Tamil Nadu,69.81,58.58,19.97,22.2,81.32,6.97,289.2,Black,Muskmelon
India,Tamil Nadu,56.45,57.25,46.61,24.26,73.41,6.81,256.0,Black,Muskmelon
India,Tamil Nadu,37.96,77.11,28.59,21.41,70.9,5.24,210.76,Black,Muskmelon
India,Tamil Nadu,36.75,52.12,59.13,22.86,32.49,5.36,130.55,Black,Muskmelon
India,Tamil Nadu,37.69,47.65,51.86,27.89,54.51,7.69,74.72,Black,Muskmelon
India,Tamil Nadu,61.72,59.52,47.96,28.54,70.29,6.16,261.07,Black,Muskmelon
India,Tamil Nadu,41.39,17.24,11.24,24.37,84.38,6.22,186.61,Black,Muskmelon
India,Tamil Nadu,99.63,70.01,26.75,20.52,53.95,6.86,55.94,Black,Muskmelon
India,Tamil Nadu,96.8,63.58,43.67,15.74,56.61,7.43,120.52,Black,Muskmelon
India,Tamil Nadu,87.99,36.32,42.1,31.05,40.59,5.04,250.83,Black,Muskmelon
India,Tamil Nadu,83.14,37.96,62.58,27.34,32.52,5.91,106.19,Black,Muskmelon
India,Tamil Nadu,44.73,44.03,60.98,30.3,57.7,7.42,109.27,Black,Muskmelon
India,Tamil Nadu,48.64,41.19,67.69,24.86,73.05,8.0,180.65,Black,Muskmelon
India,Tamil Nadu,61.3,42.76,13.98,25.24,41.66,6.29,165.73,Black,Muskmelon
India,Tamil Nadu,50.07,72.75,71.33,26.0,67.99,8.35,121.19,Black,Muskmelon
India,Karnataka,57.62,24.53,54.78,33.16,41.09,5.31,167.6,Alluvial,Mustard
India,Karnataka,113.89,26.52,64.35,16.88,54.03,7.99,149.27,Alluvial,Mustard
India,Karnataka,37.31,32.99,44.41,25.03,68.16,5.97,196.59,Alluvial,Mustard
India,Karnataka,87.24,40.5,77.02,29.1,87.2,6.81,136.62,Alluvial,Mustard
India,Karnataka,71.0,72.03,57.03,32.74,60.82,5.26,212.38,Alluvial,Mustard
India,Karnataka,62.67,38.26,13.84,17.48,33.12,7.68,264.31,Alluvial,Mustard
India,Karnataka,62.57,75.57,34.65,33.07,75.21,5.85,118.4,Alluvial,Mustard
India,Karnataka,56.08,22.85,37.92,26.85,57.64,5.04,76.66,Alluvial,Mustard
India,Karnataka,100.56,13.19,52.29,19.42,36.41,6.32,58.88,Alluvial,Mustard
India,Karnataka,25.54,41.04,41.86,29.92,79.14,6.78,94.26,Alluvial,Mustard
India,Karnataka,113.85,10.24,61.71,31.03,67.69,5.12,164.44,Alluvial,Mustard
India,Karnataka,99.5,58.56,45.08,15.6,32.05,7.01,197.64,Alluvial,Mustard
